period,msn,seriesDescription,value,unit
2013,NGC3PUS,"Natural Gas Consumption for Electricity Generation and Useful Thermal Output, Commercial Sector in Billion Cubic Feet",117.626,Billion Cubic Feet
2013,NGC1PUS,"Natural Gas Consumption for Electricity Generation, Commercial Sector in Billion Cubic Feet",66.57,Billion Cubic Feet
2013,NGBGPUS,"Natural Gas in Underground Storage, End of Period, Base Gas in Billion Cubic Feet",4365.135,Billion Cubic Feet
2013,NGAJPUS,Natural Gas Balancing Item in Billion Cubic Feet,37.798,Billion Cubic Feet
2013,NGACPUS,"Natural Gas Consumed by the Transportation Sector, Total in Billion Cubic Feet",863.106,Billion Cubic Feet
2013,NGACEUS,Natural Gas Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,47.043,Million Metric Tons of Carbon Dioxide
2013,NGACBUS,Natural Gas Consumed by the Transportation Sector (Excluding Supplemental Gaseous Fuels) in Trillion Btu,887.273,Trillion Btu
2013,MVMIRUS,All Motor Vehicles Mileage in Miles per Vehicle,11679,Miles per Vehicle
2013,MVFRRUS,All Motor Vehicles Fuel Economy in Miles per Gallon,17.6,Miles per Gallon
2013,MVFCRUS,All Motor Vehicles Fuel Consumption in Gallons per Vehicle,663,Gallons per Vehicle
2013,MTPSPUS,"Motor Gasoline Stocks (Including Blending Components and Gasohol), End of Period in Million Barrels",228.034,Million Barrels
2013,MMTCEUS,"Motor Gasoline, Excluding Ethanol, CO2 Emissions in Million Metric Tons of Carbon Dioxide",1077.386,Million Metric Tons of Carbon Dioxide
2013,MMICEUS,"Motor Gasoline, Excluding Ethanol, Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",17.321,Million Metric Tons of Carbon Dioxide
2013,MMCCEUS,"Motor Gasoline, Excluding Ethanol, Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",2.631,Million Metric Tons of Carbon Dioxide
2013,MMACEUS,"Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",1057.435,Million Metric Tons of Carbon Dioxide
2013,MGWHUUS,Average Refiner Price of Finished Motor Gasoline for Resale in Dollars per Gallon Excluding Taxes,2.812,Dollars per Gallon Excluding Taxes
2013,MGUCUUS,"All Grades of Gasoline, U.S. City Average Retail Price in Dollars per Gallon Including Taxes",3.584,Dollars per Gallon Including Taxes
2013,MGTCUUS,Average Refiner Price of Finished Motor Gasoline to End Users in Dollars per Gallon Excluding Taxes,3.049,Dollars per Gallon Excluding Taxes
2013,MGTCPUS,Motor Gasoline Product Supplied in Thousand Barrels per Day,8842.984,Thousand Barrels per Day
2013,MGTCOUS,Average Cost of Motor Gasoline in Real (1982-1984) Dollars per Gallon,1.538,Real (1982-1984) Dollars per Gallon
2013,MGTCKUS,Motor Gasoline (Finished) Consumption Heat Content in Million Btu per Barrel,5.06,Million Btu per Barrel
2013,MGTCBUS,Motor Gasoline Product Supplied in Trillion Btu,16332.108,Trillion Btu
2013,MGTCAUS,Average Cost of Motor Gasoline in Real (1982-1984) Dollars per Million Btu,12.77,Real (1982-1984) Dollars per Million Btu
2013,MGROPUS,Finished Motor Gasoline Refinery and Blender Net Production in Thousand Barrels per Day,9234.137,Thousand Barrels per Day
2013,MGIMPUS,Finished Motor Gasoline Imports in Thousand Barrels per Day,45.041,Thousand Barrels per Day
2013,MGIMKUS,Motor Gasoline Imports Heat Content in Million Btu per Barrel,5.222,Million Btu per Barrel
2013,MGICPUS,Motor Gasoline Consumed by the Industrial Sector in Thousand Barrels per Day,142.166,Thousand Barrels per Day
2013,MGICBUS,Motor Gasoline Consumed by the Industrial Sector in Trillion Btu,262.567,Trillion Btu
2013,MGGVBUS,U.S. Government Motor Gasoline Consumption in Trillion Btu,46.6,Trillion Btu
2013,MGEXPUS,Finished Motor Gasoline Exports in Thousand Barrels per Day,373.003,Thousand Barrels per Day
2013,MGEXKUS,Motor Gasoline Exports Heat Content in Million Btu per Barrel,5.216,Million Btu per Barrel
2013,MGCCPUS,Motor Gasoline Consumed by the Commercial Sector in Thousand Barrels per Day,21.592,Thousand Barrels per Day
2013,MGCCBUS,Motor Gasoline Consumed by the Commercial Sector in Trillion Btu,39.877,Trillion Btu
2013,MGACPUS,Motor Gasoline Consumed by the Transportation Sector in Thousand Barrels per Day,8679.227,Thousand Barrels per Day
2013,MGACBUS,Motor Gasoline Consumed by the Transportation Sector in Trillion Btu,16029.664,Trillion Btu
2013,LUTCPUS,Lubricants Product Supplied in Thousand Barrels per Day,121.267,Thousand Barrels per Day
2013,LUTCEUS,Lubricants CO2 Emissions in Million Metric Tons of Carbon Dioxide,9.942,Million Metric Tons of Carbon Dioxide
2013,LUTCBUS,Lubricants Product Supplied in Trillion Btu,268.452,Trillion Btu
2013,LUNFPUS,Lubricants Non-Combustion Consumption in Thousand Barrels per Day,121.267,Thousand Barrels per Day
2013,LUNFBUS,Lubricants Non-Combustion Consumption in Quadrillion Btu,.268452,Quadrillion Btu
2013,LUICPUS,Lubricants Consumed by the Industrial Sector in Thousand Barrels per Day,56.507,Thousand Barrels per Day
2013,LUICEUS,Lubricants Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,4.633,Million Metric Tons of Carbon Dioxide
2013,LUICBUS,Lubricants Consumed by the Industrial Sector in Trillion Btu,125.091,Trillion Btu
2013,LUACPUS,Lubricants Consumed by the Transportation Sector in Thousand Barrels per Day,64.76,Thousand Barrels per Day
2013,LUACEUS,Lubricants Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,5.309,Million Metric Tons of Carbon Dioxide
2013,LUACBUS,Lubricants Consumed by the Transportation Sector in Trillion Btu,143.361,Trillion Btu
2013,LTMIRUS,"Light-Duty Vehicles, Long Wheelbase Mileage in Miles per Vehicle",11712,Miles per Vehicle
2013,LTFRRUS,"Light-Duty Vehicles, Long Wheelbase Fuel Economy in Miles per Gallon",17.2,Miles per Gallon
2013,LTFCRUS,"Light-Duty Vehicles, Long Wheelbase Fuel Consumption in Gallons per Vehicle",683,Gallons per Vehicle
2013,LOTCBUS,Total Electrical Energy System Losses Proportioned to the End-Use Sectors in Trillion Btu,22844.548,Trillion Btu
2013,LORCBUS,Electricity System Energy Losses Proportioned to the Residential Sector in Trillion Btu,8554.358,Trillion Btu
2013,LOICBUS,Electrical System Energy Losses Proportioned to the Industrial Sector in Trillion Btu,6043.146,Trillion Btu
2013,LOCCBUS,Electrical System Energy Losses Proportioned to the Commercial Sector in Trillion Btu,8200.28,Trillion Btu
2013,LOACBUS,Electrical System Energy Losses Proportioned to the Transportation Sector in Trillion Btu,46.764,Trillion Btu
2013,LNIMPYE,Natural Gas Imports from Yemen in Billion Cubic Feet,11.024,Billion Cubic Feet
2013,LNIMPUA,Natural Gas Imports from United Arab Emirates in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNIMPTD,Natural Gas Imports from Trinidad and Tobago in Billion Cubic Feet,69.744,Billion Cubic Feet
2013,LNIMPQA,Natural Gas Imports from Qatar in Billion Cubic Feet,7.32,Billion Cubic Feet
2013,LNIMPOT,Natural Gas Imports from Other Countries in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNIMPOM,Natural Gas Imports from Oman in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNIMPNO,Natural Gas Imports from Norway in Billion Cubic Feet,5.627,Billion Cubic Feet
2013,LNIMPNI,Natural Gas Imports from Nigeria in Billion Cubic Feet,2.59,Billion Cubic Feet
2013,LNIMPEY,Natural Gas Imports from Egypt in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNIMPAU,Natural Gas Imports from Australia in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNIMPAG,Natural Gas Imports from Algeria in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPUK,Natural Gas Exports to United Kingdom in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPTU,Natural Gas Exports to Turkey in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPSP,Natural Gas Exports to Spain in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPSK,Natural Gas Exports to South Korea in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPOT,Natural Gas Exports to Other Countries in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPJA,Natural Gas Exports to Japan in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPIH,Natural Gas Exports to India in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPFR,Natural Gas Exports to France in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPCH,Natural Gas Exports to China in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPCE,Natural Gas Exports to Chile in Billion Cubic Feet,0,Billion Cubic Feet
2013,LNEXPBZ,Natural Gas Exports to Brazil in Billion Cubic Feet,0,Billion Cubic Feet
2013,LGGVBUS,U.S. Government Liquefied Petroleum Gases Consumption in Trillion Btu,1.9,Trillion Btu
2013,LDVHNUS,"Light-Duty Vehicles, All Fuels in Thousands of Registered Vehicles",237326.062,Thousands of Registered Vehicles
2013,KSWHUUS,Average Refiner Price of Kerosene for Resale in Dollars per Gallon Excluding Taxes,3.084,Dollars per Gallon Excluding Taxes
2013,KSTCUUS,Average Refiner Price of Kerosene to End Users in Dollars per Gallon Excluding Taxes,3.842,Dollars per Gallon Excluding Taxes
2013,KSTCPUS,Kerosene Product Supplied in Thousand Barrels per Day,5.197,Thousand Barrels per Day
2013,KSTCEUS,Kerosene CO2 Emissions in Million Metric Tons of Carbon Dioxide,.787,Million Metric Tons of Carbon Dioxide
2013,KSTCBUS,Kerosene Product Supplied in Trillion Btu,10.756,Trillion Btu
2013,KSRCPUS,Kerosene Consumed by the Residential Sector in Thousand Barrels per Day,3.991,Thousand Barrels per Day
2013,KSRCEUS,Kerosene Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,.605,Million Metric Tons of Carbon Dioxide
2013,KSRCBUS,Kerosene Consumed by the Residential Sector in Trillion Btu,8.26,Trillion Btu
2013,KSICPUS,Kerosene Consumed by the Industrial Sector in Thousand Barrels per Day,.714,Thousand Barrels per Day
2013,KSICEUS,Kerosene Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,.108,Million Metric Tons of Carbon Dioxide
2013,KSICBUS,Kerosene Consumed by the Industrial Sector in Trillion Btu,1.477,Trillion Btu
2013,KSCCPUS,Kerosene Consumed by the Commercial Sector in Thousand Barrels per Day,.492,Thousand Barrels per Day
2013,KSCCEUS,Kerosene Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,.075,Million Metric Tons of Carbon Dioxide
2013,KSCCBUS,Kerosene Consumed by the Commercial Sector in Trillion Btu,1.018,Trillion Btu
2013,JKWHUUS,Average Refiner Price of Kerosene-Type Jet Fuel for Resale in Dollars per Gallon Excluding Taxes,2.953,Dollars per Gallon Excluding Taxes
2013,JKTCUUS,Average Refiner Price of Kerosene-Type Jet Fuel to End Users in Dollars per Gallon Excluding Taxes,2.979,Dollars per Gallon Excluding Taxes
2013,JFTCPUS,Jet Fuel Product Supplied in Thousand Barrels per Day,1434.398,Thousand Barrels per Day
2013,JFTCEUS,Jet Fuel CO2 Emissions in Million Metric Tons of Carbon Dioxide,214.429,Million Metric Tons of Carbon Dioxide
2013,JFTCBUS,Jet Fuel Product Supplied in Trillion Btu,2968.559,Trillion Btu
2013,JFROPUS,Jet Fuel Refinery and Blender Net Production in Thousand Barrels per Day,1499.384,Thousand Barrels per Day
2013,JFPSPUS,"Jet Fuel Stocks, End of Period in Million Barrels",37.183,Million Barrels
2013,JFIMPUS,Jet Fuel Imports in Thousand Barrels per Day,84.471,Thousand Barrels per Day
2013,JFGVBUS,U.S. Government Jet Fuel Consumption in Trillion Btu,424,Trillion Btu
2013,JFEXPUS,Jet Fuel Exports in Thousand Barrels per Day,156.133,Thousand Barrels per Day
2013,JFACPUS,Jet Fuel Consumed by the Transportation Sector in Thousand Barrels per Day,1434.398,Thousand Barrels per Day
2013,JFACEUS,Jet Fuel Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,214.429,Million Metric Tons of Carbon Dioxide
2013,JFACBUS,Jet Fuel Consumed by the Transportation Sector in Trillion Btu,2968.559,Trillion Btu
2013,HVTCBUS,Hydroelectric Power Consumption/Production in Trillion Btu,916.345,Trillion Btu
2013,HVL9SUS,"Hydroelectric Electric Power Sector Generating Units, Capacity Factor in Percent",38.6,Percent
2013,HVL9PUS,"Conventional Hydroelectric Power Electric Power Sector, Net Summer Capacity in Million Kilowatts",78.522,Million Kilowatts
2013,HVICBUS,Conventional Hydroelectric Power Consumed by the Industrial Sector in Trillion Btu,11.816,Trillion Btu
2013,HVI9SUS,"Hydroelectric Industrial Sector Generating Units, Capacity Factor in Percent",61.1,Percent
2013,HVI9PUS,"Conventional Hydroelectric Power Industrial Sector, Net Summer Capacity in Million Kilowatts",.661,Million Kilowatts
2013,HVI5PUS,"Electricity Net Generation From Hydroelectric Power, Industrial Sector in Million Kilowatthours",3462.995,Million Kilowatthours
2013,HVGBPUS,"Conventional Hydroelectric Power, Net Summer Capacity in Million Kilowatts",79.2,Million Kilowatts
2013,HVFFBUS,"Conventional Hydro Energy Consumption, Fossil Fuel Equivalent in Trillion Btu",2562.382,Trillion Btu
2013,HVETPUS,"Electricity Net Generation From Conventional Hydroelectric Power, All Sectors in Million Kilowatthours",268565.383,Million Kilowatthours
2013,HVEGPUS,"Electricity Net Generation From Conventional Hydroelectric Power, Electric Power Sector in Million Kilowatthours",265058.446,Million Kilowatthours
2013,HVEGBUS,Conventional Hydroelectric Power Consumed by the Electric Power Sector in Trillion Btu,904.379,Trillion Btu
2013,HVCCBUS,Conventional Hydroelectric Power Consumed by the Commercial Sector in Trillion Btu,.15,Trillion Btu
2013,HVCASUS,"Hydroelectric Generating Units, Capacity Factor in Percent",38.8,Percent
2013,HVC9SUS,"Hydroelectric Commercial Sector Generating Units, Capacity Factor in Percent",28.2,Percent
2013,HVC9PUS,"Conventional Hydroelectric Power Commercial Sector, Net Summer Capacity in Million Kilowatts",.018,Million Kilowatts
2013,HRTWPUS,"Crude Oil, Natural Gas, and Dry Wells Drilled, Horizontal and Directional Trajectory in Number",20489,Number
2013,HPL9SUS,"Hydroelectric Pumped Storage Electric Power Sector Generating Units, Usage Factor in Percent",9.8,Percent
2013,HPL9PUS,"Hydroelectric Pumped Storage Electric Power Sector, Net Summer Capacity in Million Kilowatts",22.389,Million Kilowatts
2013,HPI9SUS,"Hydroelectric Pumped Storage Industrial Sector Generating Units, Usage Factor in Percent",No Data Reported,Percent
2013,HPI9PUS,"Hydroelectric Pumped Storage Industrial Sector, Net Summer Capacity in Million Kilowatts",0,Million Kilowatts
2013,HPGBPUS,"Hydroelectric Pumped Storage, Net Summer Capacity in Million Kilowatts",22.389,Million Kilowatts
2013,HPETPUS,"Electricity Net Generation From Hydroelectric Pumped Storage, All Sectors in Million Kilowatthours",-4681.033,Million Kilowatthours
2013,HPEGPUS,"Electricity Net Generation From Hydroelectric Pumped Storage, Electric Power Sector in Million Kilowatthours",-4681.033,Million Kilowatthours
2013,HPCASUS,"Hydroelectric Pumped Storage Generating Units, Usage Factor in Percent",9.8,Percent
2013,HPC9SUS,"Hydroelectric Pumped Storage Commercial Sector Generating Units, Usage Factor in Percent",No Data Reported,Percent
2013,HPC9PUS,"Hydroelectric Pumped Storage Commercial Sector, Net Summer Capacity in Million Kilowatts",0,Million Kilowatts
2013,HLTCPUS,Total Hydrocarbon Gas Liquids Product Supplied in Thousand Barrels per Day,2500.838,Thousand Barrels per Day
2013,HLTCKUS,Hydrocarbon Gas Liquids Consumption Heat Content in Million Btu per Barrel,3.468,Million Btu per Barrel
2013,HLTCEUS,Hydrocarbon Gas Liquids CO2 Emissions in Million Metric Tons of Carbon Dioxide,85.046,Million Metric Tons of Carbon Dioxide
2013,HLTCBUS,Total Hydrocarbon Gas Liquids Product Supplied in Trillion Btu,3165.772,Trillion Btu
2013,HLROPUS,Total Hydrocarbon Gas Liquids Refinery and Blender Net Production in Thousand Barrels per Day,622.874,Thousand Barrels per Day
2013,HLRCPUS,Propane Consumed by the Residential Sector in Thousand Barrels per Day,330.588,Thousand Barrels per Day
2013,HLRCEUS,HGL Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,29.145,Million Metric Tons of Carbon Dioxide
2013,HLRCBUS,Propane Consumed by the Residential Sector in Trillion Btu,463.473,Trillion Btu
2013,HLPSPUS,Total Hydrocarbon Gas Liquids Stocks in Million Barrels,121.284,Million Barrels
2013,HLNFPUS,Hydrocarbon Gas Liquids Non-Combustion Consumption in Thousand Barrels per Day,1870.469,Thousand Barrels per Day
2013,HLNFBUS,Hydrocarbon Gas Liquids Non-Combustion Consumption in Quadrillion Btu,2.269569,Quadrillion Btu
2013,HLIMPUS,Total Hydrocarbon Gas Liquids Imports in Thousand Barrels per Day,181.616,Thousand Barrels per Day
2013,HLICPUS,Total Hydrocarbon Gas Liquids Consumed by the Industrial Sector in Thousand Barrels per Day,2057.759,Thousand Barrels per Day
2013,HLICEUS,HGL Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,45.984,Million Metric Tons of Carbon Dioxide
2013,HLICBUS,Total Hydrocarbon Gas Liquids Consumed by the Industrial Sector in Trillion Btu,2544.59,Trillion Btu
2013,HLEXPUS,Total Hydrocarbon Gas Liquids Exports in Thousand Barrels per Day,468.332,Thousand Barrels per Day
2013,HLCCPUS,Propane Consumed by the Commercial Sector in Thousand Barrels per Day,108.146,Thousand Barrels per Day
2013,HLCCEUS,HGL Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,9.534,Million Metric Tons of Carbon Dioxide
2013,HLCCBUS,Propane Consumed by the Commercial Sector in Trillion Btu,151.617,Trillion Btu
